start,text
3906.779,"So you saw me draw a picture like this just now, right?"
3912.135,"And this would be a classification problem like the tumor,"
3914.82,"malignant, benign problems, this is a classification problem."
3917.715,And that was a supervised learning problem because you have to learn
3920.43,a function mapping from X to Y.
3923.25,"Um, unsupervised learning would be if I give you a dataset like this with no labels."
3929.325,"So you're just given inputs X and no Y,"
3933.465,"and you're asked to find me something interesting in this data,"
3936.795,"figure out, you know, interesting structure in this data."
3940.2,"Um, and so in this dataset,"
3941.73,"it looks like there are two clusters,"
3943.83,and then unsupervised learning algorithm
3946.11,"which we learned about called K-means clustering,"
3948.18,"will discover this, um,"
3949.995,this structure in the data.
3952.62,"Um, other examples as well as learning, you know,"
3955.425,"if- if you actually,"
3956.67,Google News is a very interesting website.
3958.62,"Sometimes I use it to look up, right?"
3960.63,"Latest news, just this old example."
3962.73,"But Google News everyday crawls or reads,"
3966.51,"uh, uh, I don't know, uh, uh, many many thousands or"
3970.17,"tens of thousands of news articles on the Internet and groups them together, right?"
3974.25,"For example, there's a set of articles on the BP Oil Well spill, and it has,"
3979.92,"uh, taken a lot of the articles written by different reporters and grouped them together."
3985.395,"So you can, you know,"
3986.43,"figure out that what BP,"
3988.89,"uh, Macondo oil well, right?"
3992.415,"That this is a CNN article about the oil well spill,"
3995.43,there's a Guardian article about oil well spill and this is
3997.47,an example of a clustering algorithm whereas taking
4000.23,these different news sources and figuring out that these are
4003.26,"all stories kind of about the same thing, right?"
4007.385,"Um, and other examples of clustering,"
4011.405,just getting data and figuring out what groups belong together.
4016.25,"Um, a lot of work on, um, genetic data."
4019.88,This is a visualization of- of genetic microarray data.
4025.235,"Where given data like this,"
4026.96,you can group individuals into different types
4029.75,"of- into individuals of different, uh, characteristics, um,"
4034.205,"or clustering algorithms grouping this type of data together is used to, um,"
4039.455,"organize computing clusters, you know,"
4041.945,figure out what machines workflows are more related
4043.94,to each other and organize computing clusters appropriately.
4046.235,So take a social network like LinkedIn or Facebook or
4050.405,other social networks and figure out which are the groups of
4053.36,"friends and which are the cohesive communities within a social network,"
4057.11,"um, or market segmentation."
4059.205,"Um, actually many companies I've worked with look at"
4061.52,the customer database and cluster the users together.
4064.19,"So you can say that looks like we're four types of users, you know,"
4067.23,"looks like that, um,"
4068.63,"there are the, uh,"
4070.475,"young professionals looking to develop themselves,"
4073.7,"there are the, you know,"
4074.78,"soccer moms and soccer dads, there are this category and these categories."
4078.11,"You can then market to the different market segments, um, separately."
4082.07,"Uh, and- and actually,"
4084.11,"many years ago my friend Andrew Moore, uh, uh,"
4087.14,was using this type of data for
4088.64,astronomical data analysis to group together galaxies. You have a question?
4092.98,[inaudible].
4097.85,Is unsupervised learning the same as learning clustering? No it's not.
4099.93,So unsupervised learning broadly is the concept of using unlabeled data.
4104.27,"So just X and finding interesting things about it, right?"
4107.93,"Um, so, um, for example,"
4110.385,"uh, actually here's- shoot."
4113.015,This won't work with all of you will do this later in the cla- in the class I guess.
4117.765,"Um, maybe I say we'll do this later."
4119.975,"Cocktail party problem, um, uh,"
4122.98,is another unsupervised learning problem.
4126.74,"Reading the audio for this to explain this though,"
4129.36,"um, let me think how to explain this."
4132.045,"Um, the cocktail party problem and I'll try to"
4134.81,do the demo when we can get all your work on this laptop.
4137.795,"Is a problem where, um,"
4139.78,if you have a noisy room and you stick
4142.12,"mult- multiple microphones in the room and record overlapping voices,"
4145.735,"um, so that no labels reaches multiple microphones,"
4148.584,"an array of microphones,"
4150.27,in a room of lots of people talking.
4152.455,"Uh, how can you have the algorithm separate out the people's voices."
4155.995,"So that's an unsupervised learning problem because,"
4158.72,"um, there are no labels."
4160.34,So you just stick microphones in the room and have it
4162.23,"record different people's voices, overlapping voices,"
4164.54,you have multiple users at the same time and then
4166.76,have it try to separate out people's voices.
4169.415,"And one of the programming exercises you do later is,"
4172.925,"if we have, you know, five people talking."
4175.625,"So each microphone records five people's overlapping voices, right?"
4180.35,"Because, you know, each microphone hears five people at the same time."
4183.425,How can you have an algorithm separate out
4185.71,these voices so you get clean recordings of just one voice at a time.
4189.345,So that's called the cocktail party problem and the algorithm you
4192.14,"use to do this is called ICA, Independent Components Analysis."
4195.26,"And that's something you implement in one of these later homework exercises, right?"
4200.685,"Um, and there are other examples of unsupervised learning as well."
4204.315,"Uh, the Internet has tons of unlabeled text data."
4208.02,You just suck down data from the Internet.
4210.32,"There are no labels necessarily but can you learn interesting things about language,"
4215.48,"figure out what- figure out on,"
4216.955,"I don't know, one of the best cited results recently was learning analogies,"
4221.54,"like yeah, man is to woman as king is to queen, right?"
4225.275,"Or a- what's a Tokyo is to Japan as Washington DC is to the United States, right?"
4232.28,To learn analogies like that.
4233.6,"It turns out you can learn analogies like that from unlabeled data,"
4236.515,just from texts on the Internet.
4237.77,So that's also unsupervised learning.
4239.975,"Okay? Um, so after unsupervised learning,"
4245.73,"oh, and unsupervised learning."
4247.205,So you know machine learning is very useful today.
4250.25,It turns out that most of the recent wave of
4252.96,economic value created by machine learning is through supervised learning.
4256.79,"Uh, but there are important use cases for unsupervised learning as well."
4261.05,So I use them in my work occasionally.
4263.475,"Uh, and is also a bleeding edge for a lot of exciting research."
4267.575,And then the final topic.
4269.435,"Finally, the five topics we covered."
4271.07,"So talk about supervised learning, machine learning strategy,"
4275.01,"deep learning, unsupervised learning,"
4276.93,"and then the fifth one is reinforcement learning, is this."
4279.71,"Which is, um, let's say, I give you the keys to Stanford autonomous helicopter."
4284.48,"This helicopter is actually sitting in my office,"
4286.39,and I'm trying to figure out how to get rid of it.
4287.955,"Um, and I'll ask you to write a program to- to make it fly, right?"
4292.425,So how do you do that?
4293.685,"Um, so this is a video of a helicopter flying."
4299.73,The audio is just a lot of helicopter noise. So that's not important.
4303.6,But we'll zoom out the video.
4305.51,"You see she's found in the sky, right?"
4307.71,"There. So, um, you can use learning alg- that's kinda cool, right?"
4311.32,[LAUGHTER] I was- I was the camera man that day.
4313.5,"Um, but so you can use learning algorithms to get,"
4316.46,"you know, robots to do pretty interesting things like this."
4320.175,"Um, and it turns out that a good way to do this is through reinforcement learning."
4325.49,So what's reinforcement learning?
4327.29,"Um, it turns out that no one knows what's the optimal way to fly a helicopter, right?"
4331.405,"If you fly a helicopter,"
4332.645,you have two control sticks that you're moving.
4335.465,"Um, but no one knows what's the optimal way to move the control stick."
4338.895,"So the way you can get a helicopter fly itself is, um,"
4342.285,"let the helicopter do whatever- think of this as training a dog, right?"
4346.97,"You can't teach a dog the optimal way to behave,"
4349.34,"but- actually, how many of you have had a pet dog or pet cat before?"
4353.795,"Oh, not that many of you. This is fascinating."
4356.49,Okay. So I had a pet dog when I was a kid
4359.46,and my family made it my job to train the dog. So how do you train a dog?
4363.225,"You let the dog do whatever it wants,"
4365.27,"and then whenever it behaves well,"
4367.005,"you go, ""Oh, good dog""."
4368.705,"And when it misbehaves you go, ""bad dog""."
4371.68,"[LAUGHTER] Um, and then over time,"
4373.88,"the dog learns to do more of the good dog things and fewer of the bad dog things,"
4378.08,"and so reinforcement learning is a bit like that, right?"
4380.265,I don't know what's the optimal way to fly a helicopter.
4382.55,"So you let the helicopter do whatever it wants and then whenever it flies well, you know,"
4387.635,"does some maneuver you want, or flies accurately without jetting around too much,"
4391.745,"you go, ""Oh, good helicopter""."
4393.77,"[LAUGHTER] And when it crashes you go,"
4395.82,"""bad helicopter"" and it's the job of"
4398.24,the reinforcement learning algorithms to figure out how to
4400.94,control it over time so as to get more of
4403.305,the good helicopter things and fewer of the bad helicopter things.
4406.65,"Um, and I think,"
4408.65,"um, well, just one more video."
4411.24,"Um, oh, yeah, that's interesting. All right."
4418.83,"And so again given a robot like this,"
4421.035,I actually don't know how to program a- actually
4423.555,"a robot like this has a lot of joints, right?"
4426.05,So how do you get a robot like this to climb over obstacles?
4429.12,"So well, this is actually a robot dog,"
4432.49,"so you can actually say,"
4433.535,"""Good dog"" or ""Bad dog""."
4434.99,"[LAUGHTER] By giving those signals,"
4438.17,"called a reward signal, uh,"
4439.965,"you can have a learning algorithm figure out by itself,"
4442.845,"how to optimize the reward,"
4444.42,"and therefore, [LAUGHTER] climb over these types of obstacles."
4449.255,"Um, and I think recently,"
4450.83,"the most famous applications of reinforcement learning happened for game-playing,"
4454.955,"playing Atari games or playing,"
4456.6,"you know, Game of Go, like AlphaGo."
4458.88,I think that's a- I think that is a- game playing has made some remarkable stunts a
4466.03,remarkable PR but I'm also equally excited or maybe
4469.82,even more excited about the integrals and reinforcement learning is making
4473.63,"into robotics applications, right?"
4475.4,"So I think, um, I think- yeah,"
4477.815,reinforcement learning has been proven to be fantastic at playing
4480.32,"games, it's also getting- making real traction"
4483.095,in optimizing robots and optimizing sort of logistic system and things like that.
4488.81,"Um, so you learned about all these things."
4493.295,"Um, last thing for today, uh,"
4495.575,"I hope that you will start to, to meet people in the class,"
4500.54,"make friends, find project partners and study groups,"
4503.805,"and if you have any questions, [NOISE] you know,"
4505.88,"dive on the Piazza, asking questions as you help others answer their questions."
4509.825,"So let's break for today, and I look forward to seeing you on Wednesday."
4513.68,Welcome to 229. 
Title:,"Stanford CS229: Machine Learning Course, Lecture 1 - Andrew Ng (Autumn 2018)"
